Transaction_id,Card_id,Subtotal,Tax,Total,Address_id,Time,Date,IsFraud
000051,99722151920006,0.0,0.0,0.0,2493,05:49:23,2024-04-13,
000052,99722151920006,0.0,0.0,0.0,5042,02:56:53,2024-07-28,
000053,99722151920006,0.0,0.0,0.0,4092,14:00:39,2023-12-26,
000054,99722151920006,0.0,0.0,0.0,5060,06:13:56,2024-01-21,
000055,99722151920006,0.0,0.0,0.0,6840,00:59:16,2024-06-26,
000056,99722151920006,0.0,0.0,0.0,9410,21:58:46,2024-05-10,
000057,99722151920006,0.0,0.0,0.0,8342,02:24:48,2024-10-15,
000058,99722151920006,0.0,0.0,0.0,4092,06:50:16,2024-04-01,
000059,99722151920007,0.0,0.0,0.0,1110,02:18:40,2024-06-02,
000060,99722151920007,0.0,0.0,0.0,5551,11:55:46,2024-09-27,
000061,99722151920007,0.0,0.0,0.0,9410,09:02:47,2023-12-22,
000062,99722151920007,0.0,0.0,0.0,1929,23:11:43,2024-02-16,
000063,99722151920007,0.0,0.0,0.0,3803,04:20:42,2024-10-08,
000064,99722151920007,0.0,0.0,0.0,2391,23:15:23,2024-03-19,
000065,99722151920007,0.0,0.0,0.0,2314,06:15:24,2024-11-17,
000066,99722151920007,0.0,0.0,0.0,7106,09:58:51,2023-12-09,
000067,99722151920007,0.0,0.0,0.0,2708,03:13:36,2024-11-17,
000068,99722151920008,0.0,0.0,0.0,1296,02:12:07,2024-08-30,
000069,99722151920008,0.0,0.0,0.0,6015,16:54:11,2023-12-20,
000070,99722151920008,0.0,0.0,0.0,9583,12:22:58,2024-03-18,
000071,99722151920008,0.0,0.0,0.0,4807,11:31:36,2024-04-18,
000072,99722151920008,0.0,0.0,0.0,6547,08:36:43,2024-08-30,
000073,99722151920008,0.0,0.0,0.0,4387,00:45:49,2023-11-27,
000074,99722151920008,0.0,0.0,0.0,9689,08:06:40,2024-03-29,
000075,99722151920008,0.0,0.0,0.0,7461,16:52:14,2024-06-05,
000076,99722151920009,0.0,0.0,0.0,664,05:33:02,2024-09-12,
000077,99722151920009,0.0,0.0,0.0,8570,18:27:20,2024-10-09,
000078,99722151920010,0.0,0.0,0.0,3290,16:25:11,2023-12-27,
000079,99722151920010,0.0,0.0,0.0,8045,15:54:52,2024-08-18,
000080,99729699630001,0.0,0.0,0.0,3692,09:45:55,2024-05-14,
000081,99729699630001,0.0,0.0,0.0,1542,07:14:55,2024-02-18,
000082,99729699630001,0.0,0.0,0.0,6015,08:46:28,2024-09-03,
000083,99729699630002,0.0,0.0,0.0,4398,18:03:44,2024-03-13,
000084,99729699630002,0.0,0.0,0.0,7700,09:24:06,2024-02-01,
000085,99729699630002,0.0,0.0,0.0,2822,00:12:25,2024-11-10,
000086,99729699630002,0.0,0.0,0.0,2822,16:17:17,2024-08-30,
000087,99729699630003,0.0,0.0,0.0,1952,22:47:08,2024-03-20,
000088,99729699630003,0.0,0.0,0.0,2664,05:26:45,2024-01-19,
000089,99729699630003,0.0,0.0,0.0,4398,22:29:05,2024-06-15,
000090,99729699630004,0.0,0.0,0.0,2891,20:30:59,2024-09-24,
000091,99729699630004,0.0,0.0,0.0,4439,20:46:13,2023-12-30,
000092,99729699630005,0.0,0.0,0.0,2708,13:39:49,2024-01-15,
000093,99729699630005,0.0,0.0,0.0,1952,20:35:34,2023-12-10,
000094,99729699630006,0.0,0.0,0.0,3692,00:35:12,2024-08-04,
000095,99729699630006,0.0,0.0,0.0,9526,17:34:04,2024-08-16,
000096,99729699630006,0.0,0.0,0.0,5621,10:46:18,2024-06-08,
000097,99729699630006,0.0,0.0,0.0,1296,15:52:20,2024-07-30,
000098,99729699630006,0.0,0.0,0.0,5621,20:20:28,2024-09-09,
000099,99729699630007,0.0,0.0,0.0,3695,22:38:18,2024-10-08,
000100,99729699630007,0.0,0.0,0.0,2314,01:20:12,2024-08-21,
000101,99790429860001,0.0,0.0,0.0,2803,07:28:57,2023-12-12,
000102,99790429860001,0.0,0.0,0.0,9526,23:16:00,2024-07-07,
000103,99790429860001,0.0,0.0,0.0,9410,08:40:05,2024-07-28,
000104,99790429860001,0.0,0.0,0.0,1576,17:40:14,2024-10-22,
000105,99790429860001,0.0,0.0,0.0,8036,07:02:47,2024-07-15,
000106,99790429860002,0.0,0.0,0.0,1689,14:35:53,2024-05-10,
000107,99790429860002,0.0,0.0,0.0,5366,20:00:26,2024-03-06,
000108,99790429860002,0.0,0.0,0.0,4235,20:40:28,2023-12-15,
000109,99735236090001,0.0,0.0,0.0,7106,08:40:15,2024-07-05,
000110,99735236090001,0.0,0.0,0.0,4592,17:00:59,2024-09-28,
000111,99735236090001,0.0,0.0,0.0,9763,23:34:02,2024-09-18,
000112,99735236090001,0.0,0.0,0.0,8342,19:10:16,2024-06-07,
000113,99735236090002,0.0,0.0,0.0,4615,08:25:54,2024-05-01,
000114,99735236090002,0.0,0.0,0.0,1110,18:11:51,2024-04-28,
000115,99735236090002,0.0,0.0,0.0,870,08:27:19,2024-05-16,
000116,99735236090002,0.0,0.0,0.0,1110,01:48:01,2024-07-16,
000117,99735236090002,0.0,0.0,0.0,5551,15:53:16,2024-11-14,
000118,99735236090002,0.0,0.0,0.0,6754,18:41:55,2023-11-21,
000119,99735236090003,0.0,0.0,0.0,5253,07:59:17,2024-09-11,
000120,99735236090003,0.0,0.0,0.0,4615,01:05:35,2024-04-09,
000121,99735236090003,0.0,0.0,0.0,6613,19:46:53,2024-09-03,
000122,99735236090003,0.0,0.0,0.0,3657,04:16:47,2024-06-20,
000123,99735236090003,0.0,0.0,0.0,664,11:24:36,2024-10-13,
000124,99735236090003,0.0,0.0,0.0,2803,01:33:18,2024-03-18,
000125,99735236090003,0.0,0.0,0.0,5551,00:09:02,2024-10-13,
000126,99735236090003,0.0,0.0,0.0,5621,21:05:08,2024-08-03,
000127,99735236090003,0.0,0.0,0.0,4409,19:43:58,2024-06-25,
000128,99735236090003,0.0,0.0,0.0,5890,11:45:52,2023-12-08,
000129,99784087830001,0.0,0.0,0.0,6488,08:07:21,2023-12-24,
000130,99784087830001,0.0,0.0,0.0,684,01:58:52,2024-09-20,
000131,99784087830001,0.0,0.0,0.0,664,22:26:53,2024-02-02,
000132,99784087830001,0.0,0.0,0.0,8570,15:31:27,2024-02-28,
000133,99784087830001,0.0,0.0,0.0,3551,06:29:05,2024-04-05,
000134,99784087830001,0.0,0.0,0.0,1641,13:30:42,2024-08-02,
000135,99784087830001,0.0,0.0,0.0,5577,09:34:53,2023-11-20,
000136,99784087830001,0.0,0.0,0.0,5042,18:56:47,2024-09-27,
000137,99784087830002,0.0,0.0,0.0,1641,08:25:30,2024-07-19,
000138,99784087830002,0.0,0.0,0.0,1688,02:46:44,2024-09-10,
000139,99784087830002,0.0,0.0,0.0,1078,00:43:04,2024-09-24,
000140,99784087830002,0.0,0.0,0.0,1296,00:28:33,2023-11-23,
000141,99784087830002,0.0,0.0,0.0,8036,16:09:01,2024-06-26,
000142,99784087830002,0.0,0.0,0.0,3695,07:09:31,2024-05-24,
000143,99784087830002,0.0,0.0,0.0,9275,13:05:27,2024-08-16,
000144,99784087830002,0.0,0.0,0.0,7060,01:35:09,2024-03-27,
000145,99784087830002,0.0,0.0,0.0,446,04:38:13,2024-03-04,
000146,99784087830002,0.0,0.0,0.0,7060,15:41:16,2024-08-09,
000147,99784087830003,0.0,0.0,0.0,4140,15:21:42,2024-08-29,
000148,99784087830003,0.0,0.0,0.0,8735,21:44:16,2024-06-04,
000149,99784087830003,0.0,0.0,0.0,8735,10:05:46,2024-07-19,
000150,99784087830003,0.0,0.0,0.0,5577,09:05:37,2024-07-07,
000151,99784087830003,0.0,0.0,0.0,5890,13:05:39,2024-07-29,
000152,99784087830004,0.0,0.0,0.0,9689,01:32:00,2023-12-16,
000153,99784087830004,0.0,0.0,0.0,9583,05:07:28,2024-08-21,
000154,99784087830005,0.0,0.0,0.0,7700,21:55:56,2024-10-22,
000155,99784087830005,0.0,0.0,0.0,3637,21:32:51,2024-03-02,
000156,99784087830005,0.0,0.0,0.0,2657,16:22:24,2024-09-22,
000157,99784087830005,0.0,0.0,0.0,446,09:18:02,2024-03-18,
000158,99784087830005,0.0,0.0,0.0,5551,22:06:18,2024-08-09,
000159,99733444680001,0.0,0.0,0.0,3328,20:09:07,2024-06-09,
000160,99733444680001,0.0,0.0,0.0,5316,11:06:04,2024-05-19,
000161,99733444680001,0.0,0.0,0.0,1689,07:02:06,2023-11-28,
000162,99733444680001,0.0,0.0,0.0,6840,01:22:18,2024-03-08,
000163,99733444680001,0.0,0.0,0.0,8193,19:59:19,2023-12-02,
000164,99733444680002,0.0,0.0,0.0,8342,19:40:04,2024-10-04,
000165,99733444680002,0.0,0.0,0.0,1688,03:48:06,2024-08-21,
000166,99733444680002,0.0,0.0,0.0,5577,15:40:17,2024-04-16,
000167,99733444680002,0.0,0.0,0.0,664,19:40:51,2024-05-07,
000168,99733444680002,0.0,0.0,0.0,2664,08:41:59,2024-06-08,
000169,99733444680002,0.0,0.0,0.0,1929,00:54:05,2024-04-17,
000170,99733444680002,0.0,0.0,0.0,9763,16:15:09,2023-12-20,
000171,99733444680002,0.0,0.0,0.0,2657,22:48:22,2024-08-03,
000172,99733444680002,0.0,0.0,0.0,1044,15:21:12,2024-06-07,
000173,99733444680002,0.0,0.0,0.0,5042,05:42:05,2023-12-13,
000174,99733444680003,0.0,0.0,0.0,4398,15:47:30,2024-02-17,
000175,99733444680004,0.0,0.0,0.0,5621,16:09:51,2024-01-06,
000176,99733444680004,0.0,0.0,0.0,2099,03:15:56,2024-09-22,
000177,99733444680004,0.0,0.0,0.0,6766,07:30:04,2024-01-03,
000178,99733444680004,0.0,0.0,0.0,6027,08:30:19,2024-03-15,
000179,99733444680004,0.0,0.0,0.0,6155,21:12:17,2024-10-03,
000180,99733444680004,0.0,0.0,0.0,2099,23:01:29,2024-10-11,
000181,99733444680004,0.0,0.0,0.0,4615,20:25:43,2024-08-21,
000182,99733444680005,0.0,0.0,0.0,9212,02:18:37,2023-11-26,
000183,99733444680005,0.0,0.0,0.0,446,09:55:58,2024-09-09,
000184,99733444680006,0.0,0.0,0.0,7461,10:36:40,2024-03-29,
000185,99733444680006,0.0,0.0,0.0,2803,03:38:21,2024-04-08,
000186,99733444680006,0.0,0.0,0.0,4439,21:14:06,2024-06-22,
000187,99733444680006,0.0,0.0,0.0,3392,01:27:33,2024-06-13,
000188,99733444680006,0.0,0.0,0.0,2456,17:50:52,2024-02-20,
000189,99733444680006,0.0,0.0,0.0,3328,16:42:13,2024-03-03,
000190,99733444680006,0.0,0.0,0.0,8735,16:00:13,2024-11-03,
000191,99733444680006,0.0,0.0,0.0,3803,09:03:13,2024-10-19,
000192,99733444680006,0.0,0.0,0.0,8533,22:59:29,2024-08-21,
000193,99733444680007,0.0,0.0,0.0,3392,17:58:51,2024-11-01,
000194,99733444680007,0.0,0.0,0.0,5890,00:14:18,2024-06-19,
000195,99733444680007,0.0,0.0,0.0,3392,01:52:48,2024-05-25,
000196,99733444680007,0.0,0.0,0.0,9275,17:21:55,2024-02-18,
000197,99733444680007,0.0,0.0,0.0,6613,14:25:55,2024-08-10,
000198,99733444680007,0.0,0.0,0.0,4439,05:15:14,2024-01-31,
000199,99733444680007,0.0,0.0,0.0,5621,15:21:50,2024-02-11,
000200,99733444680007,0.0,0.0,0.0,8570,20:35:08,2024-09-06,
000201,99733444680007,0.0,0.0,0.0,8045,15:56:28,2024-09-24,
000202,99733444680008,0.0,0.0,0.0,7461,06:29:11,2024-04-25,
000203,99733444680008,0.0,0.0,0.0,9212,05:24:37,2024-05-17,
000204,99733444680008,0.0,0.0,0.0,5621,18:54:56,2024-02-02,
000205,99733444680008,0.0,0.0,0.0,1078,23:34:42,2023-12-06,
000206,99733444680008,0.0,0.0,0.0,1926,20:23:14,2024-10-14,
000207,99733444680008,0.0,0.0,0.0,1641,15:21:08,2024-08-15,
000208,99780039010001,0.0,0.0,0.0,2803,06:39:47,2024-02-24,
000209,99780039010001,0.0,0.0,0.0,5577,05:17:00,2024-04-23,
000210,99780039010001,0.0,0.0,0.0,2822,05:27:12,2024-07-25,
000211,99780039010001,0.0,0.0,0.0,9763,23:07:07,2023-12-22,
000212,99780039010001,0.0,0.0,0.0,4592,17:40:33,2024-02-27,
000213,99745573690001,0.0,0.0,0.0,1078,08:28:13,2024-02-03,
000214,99745573690001,0.0,0.0,0.0,2657,14:48:32,2024-07-17,
000215,99745573690001,0.0,0.0,0.0,3551,03:56:12,2024-03-03,
000216,99745573690001,0.0,0.0,0.0,5890,23:02:25,2023-12-29,
000217,99745573690001,0.0,0.0,0.0,9600,07:03:23,2024-07-29,
000218,99745573690001,0.0,0.0,0.0,4592,12:50:43,2024-01-17,
000219,99745573690001,0.0,0.0,0.0,1952,14:56:02,2024-08-23,
000220,99759187500001,0.0,0.0,0.0,1777,01:33:56,2024-09-19,
000221,99759187500002,0.0,0.0,0.0,8045,14:40:44,2023-12-07,
000222,99759187500002,0.0,0.0,0.0,8036,23:56:02,2024-09-06,
000223,99759187500002,0.0,0.0,0.0,8735,12:04:31,2024-07-15,
000224,99759187500002,0.0,0.0,0.0,2891,07:30:12,2024-09-13,
000225,99759187500002,0.0,0.0,0.0,6840,08:06:52,2024-02-20,
000226,99759187500003,0.0,0.0,0.0,4893,07:41:14,2024-05-20,
000227,99759187500003,0.0,0.0,0.0,4092,09:30:15,2024-11-16,
000228,99794847590001,0.0,0.0,0.0,8342,03:15:25,2023-12-25,
000229,99794847590001,0.0,0.0,0.0,1641,07:56:59,2024-01-09,
000230,99794847590001,0.0,0.0,0.0,6488,23:30:04,2024-06-14,
000231,99794847590001,0.0,0.0,0.0,1044,08:38:35,2024-02-02,
000232,99794847590001,0.0,0.0,0.0,1044,18:54:31,2023-12-01,
000233,99794847590001,0.0,0.0,0.0,2391,23:09:00,2024-06-20,
000234,99794847590001,0.0,0.0,0.0,9212,03:07:26,2024-11-15,
000235,99794847590001,0.0,0.0,0.0,9763,05:53:27,2024-06-14,
000236,99794847590002,0.0,0.0,0.0,4235,11:11:42,2024-05-09,
000237,99794847590002,0.0,0.0,0.0,4256,12:09:36,2024-01-24,
000238,99794847590003,0.0,0.0,0.0,2664,12:53:37,2024-01-28,
000239,99794847590003,0.0,0.0,0.0,2803,02:03:31,2024-09-15,
000240,99794847590003,0.0,0.0,0.0,7461,06:59:18,2024-09-08,
000241,99794847590003,0.0,0.0,0.0,1110,04:19:22,2024-01-11,
000242,99794847590004,0.0,0.0,0.0,1044,11:26:02,2024-10-30,
000243,99794847590004,0.0,0.0,0.0,7461,21:39:57,2023-11-23,
000244,99794847590004,0.0,0.0,0.0,3637,06:36:18,2024-09-21,
000245,99794847590004,0.0,0.0,0.0,9401,13:31:47,2024-01-30,
000246,99771265820001,0.0,0.0,0.0,1051,17:12:49,2024-10-30,
000247,99771265820002,0.0,0.0,0.0,9689,15:09:38,2024-11-14,
000248,99771265820002,0.0,0.0,0.0,6027,02:37:55,2024-06-23,
000249,99771265820002,0.0,0.0,0.0,7700,03:35:34,2023-12-02,
000250,99771265820002,0.0,0.0,0.0,1929,16:43:03,2024-03-19,
000251,99771265820002,0.0,0.0,0.0,9689,03:56:44,2024-07-09,
000252,99771265820002,0.0,0.0,0.0,9513,18:37:20,2024-05-23,
000253,99771265820002,0.0,0.0,0.0,5253,06:24:20,2023-12-12,
000254,99771265820002,0.0,0.0,0.0,2219,13:17:44,2024-10-21,
000255,99771265820002,0.0,0.0,0.0,9275,19:05:49,2024-08-31,
000256,99739607950001,0.0,0.0,0.0,6840,08:27:32,2024-07-21,
000257,99739607950001,0.0,0.0,0.0,1051,09:45:56,2023-12-10,
000258,99739607950001,0.0,0.0,0.0,6547,07:12:40,2024-09-10,
000259,99739607950001,0.0,0.0,0.0,4387,01:15:31,2024-01-15,
000260,99739607950001,0.0,0.0,0.0,2822,21:37:57,2024-01-05,
000261,99739607950001,0.0,0.0,0.0,1689,10:27:08,2024-11-01,
000262,99739607950001,0.0,0.0,0.0,7691,16:53:43,2024-01-12,
000263,99739607950001,0.0,0.0,0.0,4439,02:06:59,2024-05-05,
000264,99739607950001,0.0,0.0,0.0,104,08:53:46,2024-07-16,
000265,99739607950002,0.0,0.0,0.0,1952,03:14:24,2024-10-15,
000266,99739607950002,0.0,0.0,0.0,3145,00:14:01,2024-06-16,
000267,99739607950002,0.0,0.0,0.0,3803,19:11:20,2024-11-04,
000268,99739607950002,0.0,0.0,0.0,3145,20:48:40,2024-08-24,
000269,99739607950002,0.0,0.0,0.0,3637,06:44:43,2024-04-17,
000270,99739607950003,0.0,0.0,0.0,4140,06:24:56,2024-02-14,
000271,99739607950003,0.0,0.0,0.0,4615,15:36:35,2024-03-09,
000272,99739607950003,0.0,0.0,0.0,7700,03:24:38,2024-06-11,
000273,99739607950003,0.0,0.0,0.0,1688,03:31:03,2024-01-01,
000274,99739607950003,0.0,0.0,0.0,3695,13:46:02,2023-12-01,
000275,99739607950003,0.0,0.0,0.0,2822,19:36:56,2024-07-26,
000276,99739607950003,0.0,0.0,0.0,1296,15:08:49,2024-02-11,
000277,99739607950003,0.0,0.0,0.0,5253,19:04:40,2024-07-29,
000278,99739607950003,0.0,0.0,0.0,6064,15:55:50,2024-10-16,
000279,99739607950003,0.0,0.0,0.0,3551,12:35:47,2023-12-28,
000280,99739607950004,0.0,0.0,0.0,4235,20:06:44,2024-04-27,
000281,99739607950004,0.0,0.0,0.0,6155,02:24:24,2023-12-07,
000282,99739607950004,0.0,0.0,0.0,6488,10:59:14,2024-03-08,
000283,99739607950005,0.0,0.0,0.0,4140,15:49:38,2024-05-22,
000284,99739607950005,0.0,0.0,0.0,5316,12:23:06,2024-07-11,
000285,99739607950005,0.0,0.0,0.0,6754,20:42:32,2024-09-22,
000286,99739607950006,0.0,0.0,0.0,9212,19:07:03,2024-03-15,
000287,99739607950006,0.0,0.0,0.0,1296,11:28:01,2024-01-17,
000288,99739607950006,0.0,0.0,0.0,9475,20:33:30,2024-09-14,
000289,99739607950006,0.0,0.0,0.0,1929,23:33:20,2024-08-02,
000290,99739607950006,0.0,0.0,0.0,4592,07:45:22,2024-02-16,
000291,99739607950006,0.0,0.0,0.0,4439,02:59:47,2023-12-10,
000292,99739607950006,0.0,0.0,0.0,1296,03:47:00,2024-03-04,
000293,99739607950006,0.0,0.0,0.0,3803,11:37:31,2024-09-17,
000294,99739607950007,0.0,0.0,0.0,870,08:29:11,2024-07-25,
000295,99739607950008,0.0,0.0,0.0,1110,02:47:52,2023-12-06,
000296,99739607950008,0.0,0.0,0.0,6488,01:19:21,2024-01-15,
000297,99739607950008,0.0,0.0,0.0,9212,12:03:40,2024-01-19,
000298,99739607950009,0.0,0.0,0.0,4398,09:10:39,2024-08-21,
000299,99739607950010,0.0,0.0,0.0,9275,21:29:16,2023-11-26,
000300,99739607950010,0.0,0.0,0.0,2456,20:38:11,2024-10-10,
000301,99739607950010,0.0,0.0,0.0,7691,16:55:11,2024-10-27,
000302,99739607950010,0.0,0.0,0.0,1296,09:32:26,2023-12-09,
000303,99739607950010,0.0,0.0,0.0,8735,22:38:16,2024-06-26,
000304,99739607950010,0.0,0.0,0.0,8036,06:39:59,2024-06-06,
000305,99739607950010,0.0,0.0,0.0,3290,23:17:02,2023-12-18,
000306,99739607950010,0.0,0.0,0.0,6840,05:36:24,2023-12-12,
000307,99722679730001,0.0,0.0,0.0,9689,12:49:53,2023-12-30,
000308,99722679730001,0.0,0.0,0.0,7700,09:26:56,2024-08-28,
000309,99722679730001,0.0,0.0,0.0,3551,19:27:16,2024-04-29,
000310,99722679730001,0.0,0.0,0.0,2099,06:37:35,2024-11-04,
000311,99722679730001,0.0,0.0,0.0,8735,19:25:05,2024-03-20,
000312,99722679730001,0.0,0.0,0.0,2456,11:36:42,2024-09-15,
000313,99722679730001,0.0,0.0,0.0,1926,21:14:14,2024-03-09,
000314,99722679730001,0.0,0.0,0.0,8193,19:26:54,2023-12-15,
000315,99722679730002,0.0,0.0,0.0,1952,06:08:15,2024-06-19,
000316,99722679730002,0.0,0.0,0.0,1688,08:36:29,2024-06-30,
000317,99722679730002,0.0,0.0,0.0,3692,17:42:24,2023-12-22,
000318,99722679730002,0.0,0.0,0.0,3657,16:14:46,2024-10-26,
000319,99722679730002,0.0,0.0,0.0,4893,15:24:18,2024-08-25,
000320,99722679730002,0.0,0.0,0.0,9410,20:57:49,2024-07-27,
000321,99722679730003,0.0,0.0,0.0,9689,05:19:15,2024-03-29,
000322,99722679730003,0.0,0.0,0.0,8533,04:52:47,2024-07-11,
000323,99722679730003,0.0,0.0,0.0,9401,10:54:02,2024-04-30,
000324,99795649860001,0.0,0.0,0.0,3392,03:51:57,2024-04-10,
000325,99795649860001,0.0,0.0,0.0,4256,16:12:20,2024-10-04,
000326,99795649860001,0.0,0.0,0.0,4398,06:36:03,2023-12-30,
000327,99795649860001,0.0,0.0,0.0,5577,00:52:50,2024-09-21,
000328,99795649860001,0.0,0.0,0.0,1044,20:33:41,2024-07-04,
000329,99795649860001,0.0,0.0,0.0,8342,09:40:06,2024-09-16,
000330,99795649860002,0.0,0.0,0.0,2314,13:29:39,2024-01-11,
000331,99795649860002,0.0,0.0,0.0,2708,15:02:48,2024-05-29,
000332,99795649860002,0.0,0.0,0.0,3803,01:07:04,2024-08-29,
000333,99795649860002,0.0,0.0,0.0,3290,23:46:06,2024-07-15,
000334,99795649860002,0.0,0.0,0.0,9526,20:06:39,2024-05-10,
000335,99795649860002,0.0,0.0,0.0,5577,23:46:14,2024-02-05,
000336,99795649860002,0.0,0.0,0.0,2891,20:30:48,2024-02-26,
000337,99795649860002,0.0,0.0,0.0,1024,01:12:31,2024-05-30,
000338,99795649860002,0.0,0.0,0.0,1689,03:55:20,2024-07-06,
000339,99795649860003,0.0,0.0,0.0,4092,06:17:43,2024-10-07,
000340,99795649860003,0.0,0.0,0.0,9689,07:50:16,2024-02-21,
000341,99795649860003,0.0,0.0,0.0,7106,09:29:06,2023-11-30,
000342,99795649860003,0.0,0.0,0.0,4256,03:25:05,2024-10-27,
000343,99795649860003,0.0,0.0,0.0,8193,22:52:49,2024-04-30,
000344,99795649860003,0.0,0.0,0.0,9513,05:21:29,2024-06-23,
000345,99795649860003,0.0,0.0,0.0,8036,14:41:28,2024-08-01,
000346,99795649860003,0.0,0.0,0.0,8036,11:43:52,2023-12-30,
000347,99795649860004,0.0,0.0,0.0,104,07:55:23,2024-04-30,
000348,99795649860004,0.0,0.0,0.0,3657,16:49:37,2024-02-17,
000349,99795649860004,0.0,0.0,0.0,2657,03:08:54,2024-03-22,
000350,99795649860004,0.0,0.0,0.0,5621,19:52:52,2023-11-23,
000351,99795649860004,0.0,0.0,0.0,2219,19:30:19,2024-07-20,
000352,99795649860004,0.0,0.0,0.0,8193,15:17:00,2023-12-02,
000353,99795649860004,0.0,0.0,0.0,7691,11:44:45,2024-01-20,
000354,99795649860005,0.0,0.0,0.0,1051,21:20:03,2024-04-04,
000355,99795649860005,0.0,0.0,0.0,9410,11:31:10,2024-06-05,
000356,99795649860005,0.0,0.0,0.0,9401,00:31:22,2024-04-27,
000357,99795649860005,0.0,0.0,0.0,3290,11:51:34,2024-03-09,
000358,99795649860005,0.0,0.0,0.0,4592,15:56:21,2024-03-07,
000359,99795649860005,0.0,0.0,0.0,870,07:43:10,2024-09-25,
000360,99795649860005,0.0,0.0,0.0,5253,06:07:28,2024-11-16,
000361,99795649860005,0.0,0.0,0.0,5621,05:17:18,2024-10-21,
000362,99751555650001,0.0,0.0,0.0,9410,00:16:45,2024-03-22,
000363,99751555650001,0.0,0.0,0.0,9513,02:45:52,2024-08-29,
000364,99751555650001,0.0,0.0,0.0,3637,10:55:23,2024-08-06,
000365,99751555650001,0.0,0.0,0.0,6015,06:39:11,2024-06-20,
000366,99751555650001,0.0,0.0,0.0,3637,01:45:54,2024-04-18,
