Transaction_id,Card_id,Subtotal,Tax,Total,Address_id,Time,Date,Location_Fraud_Flagged,High_total_Flagged,Non_Fuel_Flagged,IsFraud
33,99722151920003,1367.5,177.775,1545.275,1777,23:07:29,2024-05-08,False,False,False,False
34,99722151920003,2886.0,375.18,3261.18,1044,12:24:07,2024-07-29,False,False,False,False
35,99722151920003,1144.15,148.73950000000002,1292.8895000000002,3145,04:39:12,2024-10-31,False,False,False,False
36,99722151920004,1532.29,199.1977,1731.4877,1542,20:04:59,2024-10-04,False,False,False,False
37,99722151920004,1374.47,178.6811,1553.1511,684,07:53:51,2024-05-31,False,False,False,False
38,99722151920004,1496.55,194.5515,1691.1015,9689,08:46:29,2024-02-06,False,False,False,False
39,99722151920004,796.12,103.4956,899.6156,2891,09:55:25,2024-02-04,False,False,False,False
40,99722151920004,1646.0,213.98,1859.98,1929,09:31:12,2024-03-26,False,False,False,False
41,99722151920004,1043.0,135.59,1178.59,4893,18:33:13,2024-01-05,False,False,False,False
42,99722151920004,1260.66,163.88580000000002,1424.5458,1689,00:00:26,2023-12-31,False,False,False,False
43,99722151920004,1370.0,178.1,1548.1,2891,20:16:46,2024-08-19,False,False,False,False
44,99722151920004,1565.0,203.45,1768.45,3637,11:47:57,2023-11-27,False,False,False,False
45,99722151920005,1715.01,222.9513,1937.9613,2219,20:17:04,2024-02-29,False,False,False,False
46,99722151920005,2589.0,336.57,2925.57,3551,00:20:50,2023-12-04,False,False,False,False
47,99722151920005,1796.0,233.48,2029.48,2219,08:47:11,2024-03-05,False,False,False,False
48,99722151920005,2351.0,305.63,2656.63,5366,02:39:53,2024-02-07,True,False,False,True
49,99722151920006,1866.67,242.6671,2109.3371,7106,08:43:25,2024-11-02,True,False,False,True
50,99722151920006,459.5,59.735,519.235,2708,18:28:14,2024-01-29,False,False,False,False
51,99722151920006,367.43,47.7659,415.1959,2493,05:49:23,2024-04-13,True,False,False,True
52,99722151920006,1284.8,167.024,1451.824,5042,02:56:53,2024-07-28,True,False,False,True
53,99722151920006,3632.61,472.2393,4104.8493,4092,14:00:39,2023-12-26,False,True,False,True
54,99722151920006,1474.5,191.685,1666.185,5060,06:13:56,2024-01-21,True,False,False,True
55,99722151920006,3689.0,479.57,4168.57,6840,00:59:16,2024-06-26,True,True,False,True
56,99722151920006,1399.0,181.87,1580.87,9410,21:58:46,2024-05-10,True,False,True,True
57,99722151920006,903.82,117.49660000000002,1021.3166,8342,02:24:48,2024-10-15,True,False,False,True
58,99722151920006,1586.0,206.18,1792.18,4092,06:50:16,2024-04-01,False,False,False,False
59,99722151920007,2131.0,277.03000000000003,2408.03,1110,02:18:40,2024-06-02,True,False,True,True
60,99722151920007,1919.5,249.535,2169.035,5551,11:55:46,2024-09-27,True,False,False,True
61,99722151920007,848.0,110.24,958.24,9410,09:02:47,2023-12-22,True,False,False,True
62,99722151920007,1061.46,137.9898,1199.4498,1929,23:11:43,2024-02-16,True,False,False,True
63,99722151920007,2358.5,306.605,2665.105,3803,04:20:42,2024-10-08,False,False,False,False
64,99722151920007,1522.0,197.86,1719.86,2391,23:15:23,2024-03-19,True,False,False,True
65,99722151920007,2529.0,328.77000000000004,2857.77,2314,06:15:24,2024-11-17,True,False,False,True
66,99722151920007,758.0,98.54,856.54,7106,09:58:51,2023-12-09,False,False,False,False
67,99722151920007,3507.08,455.9204,3963.0004,2708,03:13:36,2024-11-17,True,False,False,True
68,99722151920008,2518.5,327.40500000000003,2845.905,1296,02:12:07,2024-08-30,False,False,False,False
69,99722151920008,1270.0,165.1,1435.1,6015,16:54:11,2023-12-20,False,False,True,True
70,99722151920008,3919.0,509.47,4428.47,9583,12:22:58,2024-03-18,False,True,False,True
71,99722151920008,1107.0,143.91,1250.91,4807,11:31:36,2024-04-18,False,False,False,False
72,99722151920008,2366.05,307.58650000000006,2673.6365,6547,08:36:43,2024-08-30,False,False,False,False
73,99722151920008,2732.5,355.225,3087.725,4387,00:45:49,2023-11-27,False,False,False,False
74,99722151920008,809.0,105.17,914.17,9689,08:06:40,2024-03-29,False,False,False,False
75,99722151920008,943.86,122.7018,1066.5618,7461,16:52:14,2024-06-05,False,False,False,False
76,99722151920009,2746.0,356.98,3102.98,664,05:33:02,2024-09-12,False,False,False,False
77,99722151920009,2196.5,285.545,2482.045,8570,18:27:20,2024-10-09,False,False,False,False
78,99722151920010,751.5,97.695,849.195,3290,16:25:11,2023-12-27,False,False,False,False
79,99722151920010,2117.08,275.2204,2392.3004,8045,15:54:52,2024-08-18,False,False,False,False
80,99729699630001,1017.5,132.275,1149.775,3692,09:45:55,2024-05-14,False,False,False,False
81,99729699630001,987.19,128.3347,1115.5247,1542,07:14:55,2024-02-18,False,False,False,False
82,99729699630001,1434.03,186.4239,1620.4539,6015,08:46:28,2024-09-03,False,False,False,False
83,99729699630002,2113.0,274.69,2387.69,4398,18:03:44,2024-03-13,True,False,False,True
84,99729699630002,1952.69,253.8497,2206.5397000000003,7700,09:24:06,2024-02-01,True,False,True,True
85,99729699630002,2603.0,338.39,2941.39,2822,00:12:25,2024-11-10,False,False,False,False
86,99729699630002,1510.0,196.3,1706.3,2822,16:17:17,2024-08-30,False,False,False,False
87,99729699630003,1036.57,134.7541,1171.3240999999998,1952,22:47:08,2024-03-20,False,False,False,False
88,99729699630003,902.0,117.26,1019.26,2664,05:26:45,2024-01-19,True,False,False,True
89,99729699630003,1553.7,201.981,1755.681,4398,22:29:05,2024-06-15,False,False,False,False
90,99729699630004,3157.0,410.41,3567.41,2891,20:30:59,2024-09-24,False,False,False,False
91,99729699630004,1159.58,150.7454,1310.3254,4439,20:46:13,2023-12-30,False,False,False,False
92,99729699630005,1163.0,151.19,1314.19,2708,13:39:49,2024-01-15,False,False,False,False
93,99729699630005,1461.0,189.93,1650.93,1952,20:35:34,2023-12-10,False,False,False,False
94,99729699630006,1733.0,225.29,1958.29,3692,00:35:12,2024-08-04,True,False,False,True
95,99729699630006,2010.61,261.3793,2271.9893,9526,17:34:04,2024-08-16,True,False,False,True
96,99729699630006,1827.0,237.51,2064.51,5621,10:46:18,2024-06-08,False,False,False,False
97,99729699630006,1962.0,255.06,2217.06,1296,15:52:20,2024-07-30,True,False,False,True
98,99729699630006,753.0,97.89,850.89,5621,20:20:28,2024-09-09,False,False,False,False
99,99729699630007,1260.5,163.865,1424.365,3695,22:38:18,2024-10-08,False,False,False,False
100,99729699630007,661.8,86.03399999999999,747.834,2314,01:20:12,2024-08-21,False,False,False,False
101,99790429860001,2661.46,345.9898,3007.4498,2803,07:28:57,2023-12-12,True,False,False,True
102,99790429860001,3082.5,400.725,3483.225,9526,23:16:00,2024-07-07,True,False,False,True
103,99790429860001,803.91,104.5083,908.4183,9410,08:40:05,2024-07-28,False,False,False,False
104,99790429860001,2230.0,289.90000000000003,2519.9,1576,17:40:14,2024-10-22,True,False,True,True
105,99790429860001,1087.54,141.3802,1228.9202,8036,07:02:47,2024-07-15,False,False,False,False
106,99790429860002,1640.0,213.2,1853.2,1689,14:35:53,2024-05-10,False,False,False,False
107,99790429860002,2043.0,265.59000000000003,2308.59,5366,20:00:26,2024-03-06,False,False,False,False
108,99790429860002,1178.0,153.14,1331.14,4235,20:40:28,2023-12-15,False,False,False,False
109,99735236090001,2076.0,269.88,2345.88,7106,08:40:15,2024-07-05,False,False,False,False
110,99735236090001,864.17,112.3421,976.5121,4592,17:00:59,2024-09-28,False,False,False,False
111,99735236090001,1583.0,205.79,1788.79,9763,23:34:02,2024-09-18,False,False,False,False
112,99735236090001,2012.0,261.56,2273.56,8342,19:10:16,2024-06-07,False,False,False,False
113,99735236090002,1716.5,223.145,1939.645,4615,08:25:54,2024-05-01,True,False,False,True
114,99735236090002,1428.5,185.705,1614.205,1110,18:11:51,2024-04-28,False,False,False,False
115,99735236090002,1108.0,144.04,1252.04,870,08:27:19,2024-05-16,False,False,False,False
116,99735236090002,1592.5,207.025,1799.525,1110,01:48:01,2024-07-16,False,False,False,False
117,99735236090002,1041.0,135.33,1176.33,5551,15:53:16,2024-11-14,True,False,False,True
118,99735236090002,1242.0,161.46,1403.46,6754,18:41:55,2023-11-21,True,False,False,True
119,99735236090003,2422.0,314.86,2736.86,5253,07:59:17,2024-09-11,True,False,False,True
120,99735236090003,1847.91,240.2283,2088.1383,4615,01:05:35,2024-04-09,True,False,False,True
121,99735236090003,2213.16,287.7108,2500.8708,6613,19:46:53,2024-09-03,False,False,False,False
122,99735236090003,781.0,101.53,882.53,3657,04:16:47,2024-06-20,True,False,False,True
123,99735236090003,1701.26,221.1638,1922.4238,664,11:24:36,2024-10-13,False,False,False,False
124,99735236090003,1027.0,133.51,1160.51,2803,01:33:18,2024-03-18,True,False,False,True
125,99735236090003,1481.52,192.5976,1674.1176,5551,00:09:02,2024-10-13,True,False,False,True
126,99735236090003,2472.0,321.36,2793.36,5621,21:05:08,2024-08-03,False,False,True,True
127,99735236090003,1301.0,169.13,1470.13,4409,19:43:58,2024-06-25,True,False,False,True
128,99735236090003,2426.0,315.38,2741.38,5890,11:45:52,2023-12-08,True,False,False,True
129,99784087830001,891.0,115.83,1006.83,6488,08:07:21,2023-12-24,False,False,True,True
130,99784087830001,3040.0,395.2,3435.2,684,01:58:52,2024-09-20,False,False,False,False
131,99784087830001,2513.0,326.69,2839.69,664,22:26:53,2024-02-02,False,False,False,False
132,99784087830001,2039.0,265.07,2304.07,8570,15:31:27,2024-02-28,False,False,False,False
133,99784087830001,1063.0,138.19,1201.19,3551,06:29:05,2024-04-05,False,False,False,False
134,99784087830001,844.0,109.72,953.72,1641,13:30:42,2024-08-02,False,False,False,False
135,99784087830001,2017.5,262.27500000000003,2279.775,5577,09:34:53,2023-11-20,False,False,False,False
136,99784087830001,1356.5,176.345,1532.845,5042,18:56:47,2024-09-27,False,False,False,False
137,99784087830002,990.5,128.765,1119.265,1641,08:25:30,2024-07-19,True,False,True,True
138,99784087830002,1610.0,209.3,1819.3,1688,02:46:44,2024-09-10,True,False,False,True
139,99784087830002,1483.38,192.8394,1676.2194000000002,1078,00:43:04,2024-09-24,True,False,False,True
140,99784087830002,3660.0,475.8,4135.8,1296,00:28:33,2023-11-23,True,False,False,True
141,99784087830002,720.0,93.6,813.6,8036,16:09:01,2024-06-26,False,False,True,True
142,99784087830002,3934.5,511.485,4445.985,3695,07:09:31,2024-05-24,True,False,False,True
143,99784087830002,3037.0,394.81,3431.81,9275,13:05:27,2024-08-16,True,False,False,True
144,99784087830002,1310.76,170.3988,1481.1588,7060,01:35:09,2024-03-27,False,False,False,False
145,99784087830002,2806.49,364.8437,3171.3337,446,04:38:13,2024-03-04,True,False,False,True
146,99784087830002,2681.78,348.63140000000004,3030.4114000000004,7060,15:41:16,2024-08-09,False,False,False,False
147,99784087830003,1863.0,242.19,2105.19,4140,15:21:42,2024-08-29,True,False,False,True
148,99784087830003,1387.0,180.31,1567.31,8735,21:44:16,2024-06-04,False,False,False,False
149,99784087830003,1913.0,248.69,2161.69,8735,10:05:46,2024-07-19,False,False,False,False
150,99784087830003,1638.31,212.9803,1851.2903,5577,09:05:37,2024-07-07,True,False,False,True
151,99784087830003,1429.5,185.835,1615.335,5890,13:05:39,2024-07-29,True,False,False,True
152,99784087830004,1974.5,256.685,2231.185,9689,01:32:00,2023-12-16,False,False,False,False
153,99784087830004,1808.0,235.04,2043.04,9583,05:07:28,2024-08-21,False,False,False,False
154,99784087830005,3121.0,405.73,3526.73,7700,21:55:56,2024-10-22,False,False,False,False
155,99784087830005,1528.09,198.6517,1726.7417,3637,21:32:51,2024-03-02,True,False,False,True
156,99784087830005,1530.0,198.9,1728.9,2657,16:22:24,2024-09-22,True,False,False,True
157,99784087830005,2515.1,326.963,2842.063,446,09:18:02,2024-03-18,False,False,False,False
158,99784087830005,2119.5,275.535,2395.035,5551,22:06:18,2024-08-09,True,False,False,True
159,99733444680001,2430.0,315.90000000000003,2745.9,3328,20:09:07,2024-06-09,False,False,False,False
160,99733444680001,1997.0,259.61,2256.61,5316,11:06:04,2024-05-19,False,False,False,False
161,99733444680001,3432.0,446.16,3878.16,1689,07:02:06,2023-11-28,False,False,False,False
162,99733444680001,2417.5,314.27500000000003,2731.775,6840,01:22:18,2024-03-08,False,False,False,False
163,99733444680001,1156.0,150.28,1306.28,8193,19:59:19,2023-12-02,False,False,True,True
164,99733444680002,589.5,76.635,666.135,8342,19:40:04,2024-10-04,True,False,False,True
165,99733444680002,4583.0,595.79,5178.79,1688,03:48:06,2024-08-21,True,True,False,True
166,99733444680002,1383.97,179.9161,1563.8861,5577,15:40:17,2024-04-16,True,False,True,True
167,99733444680002,2379.5,309.33500000000004,2688.835,664,19:40:51,2024-05-07,True,False,False,True
168,99733444680002,1619.0,210.47,1829.47,2664,08:41:59,2024-06-08,True,False,False,True
169,99733444680002,1140.5,148.265,1288.765,1929,00:54:05,2024-04-17,False,False,True,True
170,99733444680002,1770.0,230.1,2000.1,9763,16:15:09,2023-12-20,True,False,False,True
171,99733444680002,2180.0,283.40000000000003,2463.4,2657,22:48:22,2024-08-03,False,False,False,False
172,99733444680002,1930.0,250.9,2180.9,1044,15:21:12,2024-06-07,False,False,False,False
173,99733444680002,1720.86,223.7118,1944.5718,5042,05:42:05,2023-12-13,True,False,False,True
174,99733444680003,883.52,114.8576,998.3776,4398,15:47:30,2024-02-17,False,False,True,True
175,99733444680004,605.24,78.6812,683.9212,5621,16:09:51,2024-01-06,False,False,False,False
176,99733444680004,1803.0,234.39,2037.39,2099,03:15:56,2024-09-22,False,False,False,False
177,99733444680004,1157.5,150.475,1307.975,6766,07:30:04,2024-01-03,False,False,False,False
178,99733444680004,1468.5,190.905,1659.405,6027,08:30:19,2024-03-15,False,False,False,False
179,99733444680004,1908.0,248.04,2156.04,6155,21:12:17,2024-10-03,False,False,False,False
180,99733444680004,1954.0,254.02,2208.02,2099,23:01:29,2024-10-11,False,False,False,False
181,99733444680004,1528.0,198.64,1726.64,4615,20:25:43,2024-08-21,False,False,False,False
182,99733444680005,2491.41,323.8833,2815.2933,9212,02:18:37,2023-11-26,False,False,False,False
183,99733444680005,1150.23,149.5299,1299.7599,446,09:55:58,2024-09-09,False,False,False,False
184,99733444680006,1263.16,164.2108,1427.3708,7461,10:36:40,2024-03-29,False,False,False,False
185,99733444680006,1322.0,171.86,1493.86,2803,03:38:21,2024-04-08,False,False,False,False
186,99733444680006,392.0,50.96,442.96,4439,21:14:06,2024-06-22,False,False,False,False
187,99733444680006,2477.5,322.075,2799.575,3392,01:27:33,2024-06-13,False,False,False,False
188,99733444680006,2704.0,351.52000000000004,3055.52,2456,17:50:52,2024-02-20,False,False,False,False
189,99733444680006,2597.0,337.61,2934.61,3328,16:42:13,2024-03-03,False,False,False,False
190,99733444680006,1252.95,162.8835,1415.8335,8735,16:00:13,2024-11-03,False,False,False,False
191,99733444680006,2188.5,284.505,2473.005,3803,09:03:13,2024-10-19,False,False,False,False
192,99733444680006,744.75,96.8175,841.5675,8533,22:59:29,2024-08-21,False,False,False,False
193,99733444680007,1798.28,233.7764,2032.0564,3392,17:58:51,2024-11-01,False,False,False,False
194,99733444680007,2812.5,365.625,3178.125,5890,00:14:18,2024-06-19,True,False,False,True
195,99733444680007,1823.5,237.055,2060.555,3392,01:52:48,2024-05-25,False,False,False,False
196,99733444680007,1631.02,212.0326,1843.0526,9275,17:21:55,2024-02-18,True,False,False,True
197,99733444680007,1964.5,255.385,2219.885,6613,14:25:55,2024-08-10,True,False,False,True
198,99733444680007,1704.14,221.5382,1925.6782,4439,05:15:14,2024-01-31,True,False,False,True
199,99733444680007,1696.0,220.48,1916.48,5621,15:21:50,2024-02-11,True,False,False,True
200,99733444680007,887.5,115.375,1002.875,8570,20:35:08,2024-09-06,False,False,False,False
201,99733444680007,983.0,127.79,1110.79,8045,15:56:28,2024-09-24,True,False,False,True
202,99733444680008,2093.0,272.09000000000003,2365.09,7461,06:29:11,2024-04-25,True,False,False,True
203,99733444680008,3222.0,418.86,3640.86,9212,05:24:37,2024-05-17,False,False,False,False
204,99733444680008,1328.0,172.64,1500.64,5621,18:54:56,2024-02-02,False,False,False,False
205,99733444680008,1033.76,134.3888,1168.1488,1078,23:34:42,2023-12-06,True,False,False,True
206,99733444680008,1246.18,162.00340000000003,1408.1834,1926,20:23:14,2024-10-14,True,False,False,True
207,99733444680008,4173.389999999999,542.5406999999999,4715.930699999999,1641,15:21:08,2024-08-15,False,False,False,False
208,99780039010001,1051.06,136.6378,1187.6978,2803,06:39:47,2024-02-24,False,False,False,False
209,99780039010001,2755.5,358.21500000000003,3113.715,5577,05:17:00,2024-04-23,False,False,False,False
210,99780039010001,2100.5,273.065,2373.565,2822,05:27:12,2024-07-25,False,False,False,False
211,99780039010001,1580.05,205.4065,1785.4565,9763,23:07:07,2023-12-22,False,False,False,False
212,99780039010001,2002.72,260.35360000000003,2263.0736,4592,17:40:33,2024-02-27,False,False,False,False
213,99745573690001,2112.5,274.625,2387.125,1078,08:28:13,2024-02-03,True,False,False,True
214,99745573690001,1209.73,157.2649,1366.9949,2657,14:48:32,2024-07-17,True,False,False,True
215,99745573690001,986.0,128.18,1114.18,3551,03:56:12,2024-03-03,True,False,False,True
216,99745573690001,1663.5,216.255,1879.755,5890,23:02:25,2023-12-29,True,False,False,True
217,99745573690001,2206.98,286.9074,2493.8874,9600,07:03:23,2024-07-29,False,False,False,False
218,99745573690001,2760.5,358.865,3119.365,4592,12:50:43,2024-01-17,True,False,False,True
219,99745573690001,935.0,121.55,1056.55,1952,14:56:02,2024-08-23,False,False,True,True
220,99759187500001,1131.0,147.03,1278.03,1777,01:33:56,2024-09-19,False,False,False,False
221,99759187500002,2135.81,277.6553,2413.4653,8045,14:40:44,2023-12-07,True,False,False,True
222,99759187500002,3267.0,424.71,3691.71,8036,23:56:02,2024-09-06,False,False,False,False
223,99759187500002,1676.0,217.88,1893.88,8735,12:04:31,2024-07-15,False,False,False,False
224,99759187500002,657.0,85.41,742.41,2891,07:30:12,2024-09-13,True,False,False,True
225,99759187500002,718.72,93.4336,812.1536000000001,6840,08:06:52,2024-02-20,True,False,False,True
226,99759187500003,1819.5,236.535,2056.035,4893,07:41:14,2024-05-20,False,False,False,False
227,99759187500003,2362.87,307.1731,2670.0431,4092,09:30:15,2024-11-16,False,False,False,False
228,99794847590001,827.66,107.5958,935.2558,8342,03:15:25,2023-12-25,False,False,False,False
229,99794847590001,1769.0,229.97,1998.97,1641,07:56:59,2024-01-09,False,False,False,False
230,99794847590001,909.78,118.2714,1028.0514,6488,23:30:04,2024-06-14,False,False,False,False
231,99794847590001,1986.0,258.18,2244.18,1044,08:38:35,2024-02-02,False,False,False,False
232,99794847590001,1236.0,160.68,1396.68,1044,18:54:31,2023-12-01,False,False,False,False
233,99794847590001,1780.0,231.4,2011.4,2391,23:09:00,2024-06-20,False,False,False,False
234,99794847590001,876.0,113.88,989.88,9212,03:07:26,2024-11-15,False,False,False,False
235,99794847590001,748.0,97.24,845.24,9763,05:53:27,2024-06-14,False,False,False,False
236,99794847590002,1066.0,138.58,1204.58,4235,11:11:42,2024-05-09,False,False,False,False
237,99794847590002,3031.0,394.03,3425.03,4256,12:09:36,2024-01-24,False,False,False,False
238,99794847590003,1689.5,219.635,1909.135,2664,12:53:37,2024-01-28,False,False,False,False
239,99794847590003,323.53,42.0589,365.5889,2803,02:03:31,2024-09-15,False,False,False,False
240,99794847590003,1699.0,220.87,1919.87,7461,06:59:18,2024-09-08,False,False,False,False
241,99794847590003,2677.5,348.075,3025.575,1110,04:19:22,2024-01-11,False,False,False,False
242,99794847590004,2789.5,362.635,3152.135,1044,11:26:02,2024-10-30,False,False,False,False
243,99794847590004,773.45,100.5485,873.9985,7461,21:39:57,2023-11-23,False,False,False,False
244,99794847590004,1760.14,228.8182,1988.9582,3637,06:36:18,2024-09-21,False,False,False,False
245,99794847590004,1599.5,207.935,1807.435,9401,13:31:47,2024-01-30,False,False,False,False
246,99771265820001,1064.6,138.398,1202.9979999999998,1051,17:12:49,2024-10-30,False,False,False,False
247,99771265820002,2693.5,350.15500000000003,3043.655,9689,15:09:38,2024-11-14,False,False,False,False
248,99771265820002,256.0,33.28,289.28,6027,02:37:55,2024-06-23,False,False,True,True
249,99771265820002,2182.5,283.725,2466.225,7700,03:35:34,2023-12-02,False,False,False,False
250,99771265820002,2503.5,325.455,2828.955,1929,16:43:03,2024-03-19,False,False,False,False
251,99771265820002,2352.0,305.76,2657.76,9689,03:56:44,2024-07-09,False,False,False,False
252,99771265820002,3359.0,436.67,3795.67,9513,18:37:20,2024-05-23,False,False,False,False
253,99771265820002,1042.0,135.46,1177.46,5253,06:24:20,2023-12-12,False,False,False,False
254,99771265820002,2112.5,274.625,2387.125,2219,13:17:44,2024-10-21,False,False,False,False
255,99771265820002,2267.9300000000003,294.83090000000004,2562.7609,9275,19:05:49,2024-08-31,False,False,False,False
256,99739607950001,1606.0,208.78,1814.78,6840,08:27:32,2024-07-21,False,False,False,False
257,99739607950001,896.52,116.5476,1013.0676,1051,09:45:56,2023-12-10,False,False,False,False
258,99739607950001,1845.8,239.954,2085.754,6547,07:12:40,2024-09-10,False,False,False,False
259,99739607950001,1001.5,130.195,1131.695,4387,01:15:31,2024-01-15,False,False,False,False
260,99739607950001,2300.0,299.0,2599.0,2822,21:37:57,2024-01-05,False,False,False,False
261,99739607950001,1099.75,142.9675,1242.7175,1689,10:27:08,2024-11-01,False,False,True,True
262,99739607950001,1334.33,173.4629,1507.7929,7691,16:53:43,2024-01-12,False,False,False,False
263,99739607950001,3668.0,476.84,4144.84,4439,02:06:59,2024-05-05,False,False,False,False
264,99739607950001,3270.0,425.1,3695.1,104,08:53:46,2024-07-16,False,False,False,False
265,99739607950002,3532.5,459.225,3991.725,1952,03:14:24,2024-10-15,True,False,False,True
266,99739607950002,1418.0,184.34,1602.34,3145,00:14:01,2024-06-16,False,False,True,True
267,99739607950002,1974.5,256.685,2231.185,3803,19:11:20,2024-11-04,True,False,False,True
268,99739607950002,2129.0,276.77,2405.77,3145,20:48:40,2024-08-24,False,False,False,False
269,99739607950002,610.0,79.3,689.3,3637,06:44:43,2024-04-17,True,False,True,True
270,99739607950003,2484.0,322.92,2806.92,4140,06:24:56,2024-02-14,True,False,False,True
271,99739607950003,786.88,102.2944,889.1744,4615,15:36:35,2024-03-09,True,False,False,True
272,99739607950003,789.5,102.635,892.135,7700,03:24:38,2024-06-11,False,False,False,False
273,99739607950003,1431.0,186.03,1617.03,1688,03:31:03,2024-01-01,True,False,False,True
274,99739607950003,1150.78,149.6014,1300.3814,3695,13:46:02,2023-12-01,True,False,False,True
275,99739607950003,1309.0,170.17000000000002,1479.17,2822,19:36:56,2024-07-26,True,False,False,True
276,99739607950003,3545.0,460.85,4005.85,1296,15:08:49,2024-02-11,False,True,False,True
277,99739607950003,2299.5,298.935,2598.435,5253,19:04:40,2024-07-29,True,False,False,True
278,99739607950003,2625.55,341.3215,2966.8715,6064,15:55:50,2024-10-16,True,False,False,True
279,99739607950003,816.0,106.08,922.08,3551,12:35:47,2023-12-28,False,False,False,False
280,99739607950004,3879.94,504.3922,4384.3322,4235,20:06:44,2024-04-27,False,False,False,False
281,99739607950004,2602.0,338.26,2940.26,6155,02:24:24,2023-12-07,False,False,False,False
282,99739607950004,1175.0,152.75,1327.75,6488,10:59:14,2024-03-08,False,False,False,False
283,99739607950005,1480.0,192.4,1672.4,4140,15:49:38,2024-05-22,False,False,False,False
284,99739607950005,1553.0,201.89,1754.89,5316,12:23:06,2024-07-11,False,False,False,False
285,99739607950005,767.53,99.7789,867.3089,6754,20:42:32,2024-09-22,False,False,False,False
286,99739607950006,3639.0,473.07,4112.07,9212,19:07:03,2024-03-15,False,False,False,False
287,99739607950006,1837.0,238.81,2075.81,1296,11:28:01,2024-01-17,False,False,False,False
288,99739607950006,1444.5,187.785,1632.285,9475,20:33:30,2024-09-14,False,False,False,False
289,99739607950006,1584.5,205.985,1790.485,1929,23:33:20,2024-08-02,False,False,True,True
290,99739607950006,1600.0,208.0,1808.0,4592,07:45:22,2024-02-16,False,False,False,False
291,99739607950006,2441.9,317.447,2759.347,4439,02:59:47,2023-12-10,False,False,False,False
292,99739607950006,2136.0,277.68,2413.68,1296,03:47:00,2024-03-04,False,False,False,False
293,99739607950006,1633.14,212.3082,1845.4482,3803,11:37:31,2024-09-17,False,False,False,False
294,99739607950007,1815.0,235.95,2050.95,870,08:29:11,2024-07-25,False,False,False,False
295,99739607950008,2200.0,286.0,2486.0,1110,02:47:52,2023-12-06,False,False,False,False
296,99739607950008,2084.5,270.985,2355.485,6488,01:19:21,2024-01-15,False,False,False,False
